x,y,prob_default,orig_index
3.3771002,2.0680668,0.15086742954597288,4371
3.7001445,11.250925,0.3712215290544604,1014
-0.44011018,6.5863166,0.30003082253560165,1964
9.047949,6.107497,0.6642802513962384,3407
6.764953,5.500904,0.402035585085859,4586
6.360215,0.915844,0.41492116873557605,3132
7.3362203,5.307268,0.2901274397618796,3120
4.589706,10.229411,0.44641901178820603,5115
4.3595037,10.289294,0.2178782106991693,4660
4.7260394,8.051033,0.7703607241283992,4057
3.7135742,11.237661,0.2742456027809347,2991
4.57234,8.498537,0.6624182731962992,1130
5.352822,7.836767,0.7633216340896419,3984
8.840863,4.56554,0.7901188037791274,829
7.3908405,4.9297695,0.8395203161772901,1351
6.668494,5.6590595,0.33807540378230166,2972
0.4640119,5.8068476,0.398515109944457,1578
3.9969268,0.27545837,0.504929887184247,1125
8.399919,0.58497363,0.3293602440950337,4212
4.8574657,10.354669,0.21800859276439494,4686
4.581538,0.29125914,0.33336885040761965,205
1.7607373,11.981093,0.25169430562047523,2993
3.8110728,0.56688553,0.1580378278471396,4063
7.812444,-1.7103891,0.6342574741870188,3452
3.2900455,-0.20735739,0.3290326577998369,3389
4.336283,5.181088,0.18442111256421323,5036
4.7819147,5.549865,0.22724613231779764,5535
2.9437242,6.218228,0.5227484226231778,3779
4.7356443,5.323441,0.23198842350303991,766
1.7693555,11.720434,0.3513959963071982,4657
3.2189078,5.822278,0.21825984065614557,77
5.3443975,7.48726,0.7223075525109525,920
3.9574754,0.6454988,0.13373635557011157,3110
3.419816,10.926711,0.16736170654662513,2234
6.1048822,5.3338675,0.282508618538897,71
3.5018353,10.283829,0.35586822436734933,2018
3.8339164,0.34424362,0.4622037016343172,5416
10.267799,5.645382,0.8050607550572664,5619
6.2640786,1.792133,0.550989819369115,545
6.623479,2.796192,0.27845283705399937,2037
2.657087,6.110726,0.4037596181250468,4702
9.570598,1.0337472,0.2705926227004515,45
2.2421386,10.347937,0.6406643090998362,333
2.5745568,10.527637,0.4959142472067466,5329
8.103172,1.3660603,0.16929732321229374,2118
-1.2264926,5.307036,0.3372574016865586,2864
0.15750194,4.695333,0.454699918575896,960
5.7455306,10.243366,0.4360451156067581,3581
-1.9877423,5.3016634,0.34403001560827795,221
5.4294577,9.834253,0.20148080166744495,1981
2.3515532,11.987482,0.5525018144541406,3041
8.161594,1.8476379,0.2565778473132739,3024
3.5003245,6.349286,0.7474331568810539,3145
0.4534593,4.416706,0.2767630776660875,570
3.1315174,4.2347608,0.12119899438480086,2165
1.0302458,6.130657,0.38997265695386985,4957
-1.9666021,5.5564737,0.2516899967064425,1913
2.7196186,4.820933,0.20513259303507056,1236
6.7632327,1.2796904,0.6947217334576385,2154
6.171995,1.6755207,0.17260057624046432,5672
9.728443,5.0813513,0.8093557167592388,5775
5.685125,10.415643,0.40285057798805296,4449
4.852931,8.119956,0.4637809499529537,288
3.0240037,6.859363,0.8133908538273559,1513
7.326601,-0.85101247,0.47603568383041683,4767
6.49441,7.4475813,0.32459054338790155,5550
7.8962393,1.9068971,0.23629189604337403,1414
9.694187,5.254514,0.915777071408668,204
6.728746,8.0952215,0.286092663583317,3614
-1.7904463,5.1822653,0.5050788698031863,4564
2.669509,5.197116,0.17878697874588576,852
9.507708,3.0859327,0.697620032540295,1733
8.326297,-1.2827423,0.35478529408283577,3075
8.0590315,-0.9774657,0.40506970280554727,4697
5.1551,7.81494,0.8120432579924285,527
2.1903293,10.263135,0.6214138993323861,4280
5.7004128,1.3138596,0.1840580146229139,1994
8.446551,1.763266,0.2726649961211892,2909
3.4471097,10.190376,0.5283099673493302,1312
1.5010649,11.362036,0.33671052393107137,2392
2.4634063,3.1683853,0.2687008473751041,1241
6.383286,1.5882115,0.4166214309004425,2899
9.575887,0.4382147,0.3889727201913454,638
5.9591556,5.422184,0.2907398469764886,1980
2.7632265,10.511068,0.4111050277078654,2545
-2.1060438,5.400695,0.25085561067373424,4899
4.690604,4.157263,0.16172862228546314,5660
6.8231015,3.2830303,0.32534906471263314,670
9.164207,0.9564959,0.344676331489904,4995
5.593716,5.3936443,0.260937246629922,2002
9.825914,1.9714531,0.4511453669424656,5766
2.751988,4.69387,0.17437014966378048,2381
8.299208,-0.70316935,0.407750113365487,3034
-1.9451208,5.690465,0.13361348674744225,4190
2.9520392,5.95361,0.40920519080337137,1690
3.6910765,11.419495,0.2547868300673217,2691
3.5560489,10.385031,0.4043896062333054,3539
7.573621,4.98125,0.6353179804079272,2484
8.355402,-0.9822405,0.29848741371520476,4085
2.6164935,5.264384,0.47807493188119204,3177
5.6495385,10.214647,0.34964365311196155,3553
10.359357,5.50592,0.8853154680924455,1127
4.3718405,10.705649,0.18734931507248948,2912
6.894931,3.4668593,0.26375374798121404,557
6.102606,7.2194824,0.5435357305643177,2064
10.55854,5.0889335,0.9662568288901512,2409
1.7333946,6.6930575,0.3513381288522808,3243
10.396771,5.399689,0.9338469806390427,4392
3.3230739,10.252132,0.38341111570486885,1031
9.770809,-0.15609671,0.34110099912822556,4747
-1.8554952,5.24942,0.16057768179201912,2380
-0.42510572,6.5425453,0.33065652280632,5555
0.24062644,4.736003,0.38904320551174204,1812
4.0316315,5.090929,0.18026129029574267,252
8.363096,-0.42424756,0.47346667009248866,2099
6.3872643,7.851979,0.27686732806575903,37
-0.37560967,6.4843054,0.5352141163378275,116
9.668235,-0.2801684,0.4488968396433332,5190
2.198761,10.299462,0.6688095937538133,3304
-1.6480598,5.0865846,0.2819978960536735,2236
1.7280198,6.6640863,0.27473590281316146,3220
4.691549,1.8154567,0.4309349875784724,1670
-1.6605341,5.9538136,0.4741216072584274,2817
2.1304982,6.0055785,0.4884494661553153,1501
3.03036,5.8531013,0.21665528665038306,5855
1.678102,6.6509175,0.3624734704896355,2617
1.8061591,11.649183,0.5097189324741425,4831
-0.65425164,6.7822,0.539381240726478,5546
2.6818442,10.442248,0.26576491241791833,1494
0.2809418,4.4653454,0.4547366454571661,2557
3.2671473,4.7145576,0.18720302413550233,2397
0.47787786,5.78211,0.255728781503654,1814
8.3907585,0.7275184,0.389462638014776,3040
9.490363,4.5092444,0.8885938536680851,2443
9.324332,1.2129074,0.3684502489743275,5490
9.671023,4.4561605,0.8827205158166196,1528
4.0607133,5.056137,0.2116387560776387,530
2.2637076,12.113976,0.19288453444685605,4054
4.830445,9.346761,0.3527223610978069,1694
3.9891899,2.0191846,0.24544335872574713,579
4.8424883,0.094405204,0.3329473465422342,3480
1.7267559,4.4974556,0.31939427212174915,2530
3.2244027,-0.101013124,0.22959022414837185,3564
8.389966,0.6220132,0.3641447589350275,2668
6.1271896,9.338398,0.3465380684573563,5358
6.5442066,7.926765,0.23167735021131292,1036
5.241191,9.944703,0.43890335509838735,3379
7.7695646,-0.38606787,0.3904740308758899,1217
2.485845,3.5884073,0.3445422344944479,4079
4.708996,2.9271157,0.2974957690467117,4518
6.404847,7.779312,0.22372930485092288,2888
6.426124,2.476981,0.18971661598962034,323
-0.41631746,6.603282,0.45495706272078024,1772
9.600543,2.4533803,0.691941145943626,358
9.838024,1.714594,0.8046237604952543,2180
9.727911,2.2466586,0.7417094923006489,2427
4.16801,0.6934524,0.16125331523615077,1732
2.371733,10.516226,0.5184978486086931,1952
9.241161,1.2759726,0.379433703236168,1819
7.1695595,-0.5471152,0.13979723263981658,1953
3.3894863,10.832084,0.3479199045969342,3428
-1.7034421,5.8747325,0.25387013286527993,2207
5.144469,5.461698,0.315112347860477,5131
4.663312,0.344802,0.49312724265848745,5283
3.9620764,10.585918,0.3505132769006613,5690
-1.6820844,5.1230693,0.35809745488562017,4024
2.0322728,6.748519,0.27178202931988155,2423
2.7110403,3.1915457,0.16528565075810495,1939
8.066382,-1.0444248,0.38267427120835373,4083
6.641969,6.811153,0.2921052288295608,1139
5.586204,1.6498384,0.3450852942385936,374
2.4303987,4.55601,0.2481299919388702,5265
8.54981,-0.6699234,0.29276138497634113,5653
6.057127,9.479205,0.3688949985599369,2559
9.581489,2.3669133,0.7218184754769394,1138
5.322574,9.440859,0.45033064932229555,2802
9.655256,1.1155939,0.3696845072954452,700
9.086722,4.912777,0.8392891570180998,612
6.109258,2.1219485,0.329024029002346,268
5.5846786,5.225146,0.15114376646356675,2176
5.895043,10.262923,0.3508818880712563,189
0.41741225,5.4484534,0.3633039893269118,2822
0.3055796,4.4234204,0.23597823694288628,1438
1.824746,6.206737,0.5291505849095426,4477
9.81628,1.0240871,0.3650529842318659,2965
-1.7875499,5.5743165,0.2848236050742615,5100
8.383307,0.7296688,0.36875397744097527,1165
9.07517,5.849726,0.43800273250620764,2384
2.255646,10.36456,0.7410123531095166,4636
4.762968,-0.7422097,0.5591028067037703,4209
3.6674411,0.27654114,0.2658485012944952,5642
4.037444,2.020142,0.2698072315831944,125
7.5259013,3.33536,0.21255881245192343,2752
6.4214215,8.531235,0.28478374178568894,5214
9.282233,4.6000047,0.8919955398629633,5967
8.173967,-0.845185,0.3440322837346216,865
3.4756594,10.864096,0.490460726788402,1284
9.767852,1.7207968,0.5897595207886134,2616
8.787568,1.6542643,0.31576649676880003,4756
9.858922,0.89407676,0.3690782453524077,123
5.933775,5.3698363,0.2911155396763526,4595
4.841185,5.5679865,0.267409580876977,3205
-0.49112213,5.3061886,0.3201799541946428,4851
4.5966363,4.1978297,0.11547290708238352,4778
0.27992424,4.5317383,0.3189473360288238,508
5.8221655,10.333172,0.3692586353970462,219
5.3297043,9.5808,0.3722059042173168,609
5.108405,6.8050594,0.8517884656279827,1294
8.367402,4.7904716,0.8719741064361007,1046
6.536171,1.1760976,0.47210067714147735,1645
9.741726,3.7329273,0.7918936958433591,5751
9.806609,5.802534,0.9709698994854796,2695
1.8248575,4.65531,0.3960436296481562,2158
6.378482,1.6144384,0.3542469558851846,3809
2.24292,12.14011,0.4693503427902662,872
7.812821,4.892493,0.4319576982793677,5330
4.891275,9.270519,0.3805193325924761,660
3.6229162,10.851609,0.30387197439716007,1234
9.81469,5.6961665,0.917401205305216,183
8.524593,1.1252154,0.27663508184218416,5786
4.391997,-0.54159,0.6229279291956474,2966
3.1678061,9.193623,0.35053710945226446,5396
3.213581,6.7851954,0.6213618690501153,2509
4.8943434,9.173503,0.389458614830304,2013
2.5785272,3.8516576,0.21864311867928152,3081
9.787767,1.7693355,0.5970778367195398,2235
1.2451756,5.2036858,0.1997738719854426,2195
3.1650198,4.5563564,0.28459221260564777,4339
3.4674852,10.905213,0.36800624634025914,4358
10.59954,5.068148,0.9714859195640849,858
6.2731247,7.930375,0.18311682695097087,2747
2.209393,12.09176,0.22208409278415997,1444
2.5140207,3.259881,0.2472835048604801,48
9.78435,5.88465,0.8205143856074661,3929
2.2983258,12.04156,0.26430610243702196,2328
1.7741855,6.1083684,0.37217494599090484,4041
-2.0483758,5.3505807,0.28911355941771877,5196
5.874987,9.42241,0.3478693445033572,4521
1.6717,6.104009,0.2798479268347068,2325
5.266648,7.746526,0.7939614390142742,3853
9.1871395,1.2176175,0.21985999229992423,5503
9.642163,1.5801256,0.4339011212253766,2515
8.594904,0.7524284,0.3193886282755836,3015
8.062669,2.6450052,0.2317898502607312,3690
6.7751007,4.223921,0.42190645584946024,5578
9.155744,0.20573506,0.3405420300388488,2088
9.057409,0.8320365,0.36207340295243645,5079
5.3941383,1.2050722,0.35583706200489706,1365
3.367745,4.645857,0.2847912413483749,3107
3.821652,0.43965104,0.38945441164836103,925
2.438527,1.6843188,0.2856601089588741,2722
5.9423985,10.183549,0.36569250639587053,2629
6.11591,9.799057,0.32116946469210833,359
7.2627935,5.299625,0.49336550360911674,1042
4.692816,4.149384,0.19274800576486825,5037
8.074362,-0.9319847,0.5307313336872003,4593
5.4574876,9.436968,0.3512323592750712,782
5.9143205,9.631527,0.4076901038448259,2145
5.722617,9.538634,0.2959707099976464,4110
8.216638,1.3252033,0.22181112041717266,2322
10.020611,0.4849875,0.8010232527091133,3348
7.460346,-0.7510853,0.27721987270272114,771
10.312596,5.6137676,0.9113582208970432,3601
2.634763,4.9631596,0.18282541054607043,2992
0.44619823,6.084672,0.31688376750324776,248
5.7413306,5.455709,0.3643713733878219,4378
5.0780144,5.8445244,0.22675464657584182,4804
4.761973,9.543936,0.2848706937040845,69
-0.6521145,6.834491,0.6706706831892838,3076
6.724036,1.4486381,0.8021447437722107,4782
2.472259,4.5641665,0.2940305003528553,1142
2.6931498,4.702251,0.19998142774072417,4979
5.239919,9.878664,0.43146979208359043,2508
0.34253585,4.5474877,0.32265682775933463,5218
6.6083145,8.318333,0.19430970686109283,1699
6.0794725,1.7447448,0.2334251214682345,2913
5.82857,9.198578,0.36946555032917233,513
7.338775,5.321877,0.2688451706238906,1345
10.008806,0.5151109,0.8216650636770712,5634
1.825769,4.67664,0.3779503549583425,3733
5.843088,10.3238,0.32820713913968885,3803
2.347834,7.162413,0.4581612924813332,4048
2.4398246,3.1598685,0.21564542981100132,2655
0.5272361,5.5756097,0.26872404277633044,4388
3.8441348,5.486226,0.21809295026551861,3557
5.6770115,9.791681,0.4567192950872091,4344
7.1109242,4.2140245,0.3769127550777652,5427
2.0188808,6.1364784,0.35357404188271835,2262
6.467336,8.516804,0.28371980901736527,4389
3.7456262,0.5553801,0.29968079078660176,3181
4.3551545,-0.5855379,0.6443258069702468,2273
5.97056,9.929279,0.37159873530392673,4216
1.3742598,4.8913474,0.29505502689047985,2835
-1.6048789,5.1178436,0.47604294568828026,1958
8.22337,0.86893064,0.1760874596906411,863
3.445224,10.260102,0.4597729116455138,4143
8.19959,-1.4378426,0.6224504499619536,5446
6.859469,3.0554981,0.4589689305246701,5389
-0.6855874,6.792986,0.6215130543011783,1806
-1.5635383,5.5571313,0.4891557920929981,1718
4.394456,0.23676288,0.5313149660755514,85
3.9642644,5.1009064,0.20879851257284832,5754
1.5468062,5.989381,0.22382930574701773,1583
9.928345,0.7719387,0.4688983609665756,4293
6.689324,8.008946,0.24450433853579587,1182
3.7972848,10.199216,0.39779475902446876,3747
-0.14334977,6.3394027,0.31153613543065206,5417
-2.0027184,5.344085,0.15448830757681972,765
-2.0296667,5.320689,0.5697765206003308,195
9.049685,0.47882366,0.63500308114524,5062
9.4518,5.4290733,0.8287593352569402,4932
5.518289,1.0636386,0.2801318840196414,4321
7.715643,4.2068667,0.42003825880445456,1407
2.6665134,10.561248,0.26606099882793116,464
1.8321263,11.80048,0.5067113436767384,289
4.002753,5.7498283,0.38845824340275636,4225
8.736276,4.8399606,0.5143694194003294,1353
8.078989,-0.8789463,0.2139653748111071,5224
9.11629,0.67314607,0.26572487944392004,1567
8.014357,-1.0172518,0.4666097813588516,3240
3.029402,10.631178,0.3818093345708008,405
3.345304,11.523535,0.2759402115420992,2299
9.887476,4.9216313,0.8897784828936323,1683
1.6247852,6.5621123,0.29051827356735993,2685
6.769672,-1.6832285,0.33597702029765875,1330
-1.9843504,5.5048027,0.15200122345921685,994
3.7628229,0.5469019,0.2948624629163455,2660
5.7965517,1.0624075,0.7972580749974633,4683
4.695969,2.9678037,0.1360158738289849,5008
7.965278,2.8464348,0.27528743089678714,2010
0.21849982,4.6929812,0.2991161301556234,5801
3.9938536,2.021597,0.2231638326113884,1456
6.1654754,1.8755744,0.2527386913596974,1184
6.628604,2.679535,0.7255055173241245,5542
6.6321216,1.497417,0.6937643095804411,4491
0.57796216,4.76086,0.11507747019040851,1433
6.771975,5.5156035,0.36804588380759495,5685
9.4674835,1.1119807,0.3501839374594634,4544
5.3217874,10.091947,0.3816684863174632,3761
3.0560353,6.8152647,0.3716039848756768,2687
4.2880516,10.490169,0.21300683586464303,1628
3.8825712,10.648647,0.3192585314093909,1313
7.064047,5.252228,0.2523383842510423,5561
6.6775293,7.553583,0.201113959535657,3973
9.8529625,-0.23718525,0.4413301836652738,1319
6.352597,0.97211015,0.3403148040912027,814
1.6924279,11.444923,0.5462780619125146,2757
4.3544855,-0.63903284,0.651512637921305,5117
9.612406,5.661366,0.3717594754517606,3422
5.0265555,0.7077502,0.29986298941291134,1554
1.92229,4.612883,0.27704851791477153,3509
-1.7140552,5.617294,0.3769932548719887,3345
4.5362053,1.8903126,0.4216657747535264,82
9.604701,5.225763,0.9011571198644032,5210
8.358173,2.9057999,0.8285799511780136,3360
5.391763,0.9403913,0.3508459001831312,2151
3.3718057,3.533197,0.21982299230794997,3948
-1.7094568,5.6353593,0.41079180235386964,1063
1.9330504,6.1850038,0.4283899824268796,4399
7.2806025,-1.5033783,0.41658241114315103,4631
6.201695,5.403486,0.330828360424784,354
8.686456,0.8347096,0.38419110230973386,449
9.698902,4.882184,0.7531577294963308,73
9.94301,4.4033103,0.8990411919573397,4731
2.3071816,10.387948,0.2668004623882905,5442
2.2926507,10.260888,0.5179572637905047,519
8.2265215,1.349064,0.2856533067892656,1325
0.2203425,4.628112,0.2964063832792104,267
2.3111105,6.1007447,0.35926942276841545,4068
3.1955705,6.741537,0.7942690464281043,4050
6.0171275,1.4526447,0.38007194404550804,846
3.3756695,10.752592,0.476348788068385,5844
9.622769,1.1496346,0.37303467803378537,5568
0.41519466,5.0134187,0.36985304940818975,4439
4.599805,4.0122495,0.24593157279901467,3095
9.316947,5.616424,0.4752165644161039,3705
3.6939077,3.089765,0.2538201577016329,5249
4.353272,0.18734552,0.5156519447074557,3486
8.03817,0.0222336,0.5190517392434895,5493
4.708936,4.131513,0.18508456921904248,5485
8.069106,1.0728097,0.1877937709988222,5919
0.3201581,5.538152,0.27127625234419256,1556
3.319758,6.5582895,0.7404381517409051,3325
-1.713058,5.6849127,0.2156291167429749,2743
2.7114446,10.559772,0.5442753736975898,689
9.555177,3.2547166,0.7511916775401187,2932
2.4055393,6.7228785,0.2001118894429455,3587
6.693992,8.143614,0.2526464417216341,821
8.085567,4.4389825,0.5529193632688599,1782
1.5614147,6.041691,0.3431896801471936,5101
7.9042764,-1.6345569,0.5785551159969464,4800
10.172229,5.80087,0.9225940452681695,4253
9.447238,-0.11267726,0.5682857242903521,1187
2.633006,5.069412,0.23364034723259836,5782
1.5198933,11.586996,0.3055358514478063,1850
2.52692,3.0888176,0.328716720628991,958
4.6416345,10.099739,0.33558632531797983,922
3.1480892,10.90631,0.44987079855702533,2270
3.648198,11.443009,0.20705186369826378,5505
3.8439834,5.9318805,0.2982650936516313,3920
9.287913,1.114613,0.3389217249263236,3135
3.7036097,0.10481771,0.3516531122221622,3191
2.637228,6.373605,0.327371087588838,2995
9.283663,0.37920135,0.4025218265445492,1946
3.413805,10.14155,0.3943073990589281,1240
8.99431,4.7460647,0.6884672860767531,3842
5.6705093,10.140442,0.30312768317292543,754
0.8507535,5.5378504,0.13742087028758537,1395
7.9434175,-0.9987874,0.2402252936443225,5424
6.9885225,3.5632625,0.299675992897326,4410
2.4013298,7.1747255,0.3221256684477665,5901
2.281676,12.080571,0.21063287520921142,4682
-1.8792748,5.584927,0.1518371329252941,4165
1.9754641,6.128956,0.3274100353885116,1055
6.726471,7.727069,0.19304277672077905,3020
8.810527,0.16938706,0.2660703760508793,2970
3.7441955,0.65667504,0.12844501577613723,5567
9.036752,5.8465505,0.5170669885982568,5633
4.677952,7.027076,0.8170229413220107,5585
5.0331364,4.245182,0.4157407633408794,262
3.0564954,5.456961,0.39146729204696007,3759
9.446509,4.494105,0.8498345965918622,3650
2.227522,10.410936,0.5569711497475129,1934
7.9744616,-0.8499543,0.41130221111799786,3494
5.8856063,1.221707,0.646684075215955,5795
9.268114,0.9522038,0.5799801344796959,5153
4.210733,5.933636,0.1996877979089599,4148
5.28241,9.323261,0.31284519482164663,2906
5.6315675,9.818034,0.3469515701660216,296
8.984245,0.7925177,0.3424681605400846,4998
4.1885343,10.345708,0.42031069631557827,881
7.177474,-0.7345162,0.23275941082717125,4685
7.7718863,2.412755,0.756644924666094,3092
4.676337,2.8936636,0.22684111422105135,3913
8.507456,-0.9417063,0.35421768720905783,1646
4.7739506,4.26493,0.3630389076016038,5244
6.0253043,9.668119,0.2865168098126899,1684
2.369661,4.797277,0.16990309985672047,4710
4.144422,5.0991707,0.179746388835622,4823
8.115924,0.0652874,0.13727431894820477,980
5.395319,0.94303,0.29032236527065264,3073
-1.7010634,5.12194,0.28564953159349576,1224
8.9148855,4.0536675,0.8461280095553492,41
9.702363,0.80905455,0.3157547288788279,95
4.0570006,2.0441127,0.20278964514660125,3366
10.199402,0.08442118,0.34210966828509276,3654
2.8215828,4.5768423,0.17245401590728376,4643
10.169804,0.09202613,0.36881119810263413,4793
1.6835082,11.608362,0.29742305443311834,3515
8.399356,0.93819326,0.30870227642541587,667
0.41502187,5.8379416,0.2777504765678578,413
3.2493267,11.641006,0.18553688614561117,5982
0.28025803,4.49469,0.3269178258790515,2456
6.048354,9.547036,0.36558910705603653,4571
9.749988,-0.21509294,0.3481637836133434,2540
7.184773,4.1066394,0.3526128074146541,3017
6.7643733,5.2088413,0.3171419101308338,3
4.773856,5.8915243,0.19696327718930828,3158
9.821144,4.511038,0.9154062579541662,1126
2.234007,5.374823,0.28294518491496407,3871
1.9720035,6.0340366,0.23429816276401955,334
7.366554,5.3381267,0.20425329751084756,5576
2.6407902,1.8016921,0.18966004756253935,1604
2.2167587,10.269507,0.6401661930761549,4067
2.287678,10.233664,0.7422559600984148,1727
4.07488,2.0648904,0.2046310057371152,1576
6.815593,-1.7131063,0.5709897814670261,2462
0.5398365,5.7177405,0.3351391370450045,4720
9.850087,5.703793,0.8088685647529908,187
2.3660202,3.1200545,0.18599416495814083,4400
3.4273858,10.94116,0.3051018132293882,5130
-0.3850791,6.428822,0.3686041797719928,2834
4.0793524,5.103485,0.19201979255640503,3619
-0.83363026,5.672388,0.3442104805188659,3606
-1.3325522,5.976159,0.5162039451915311,4247
4.9129143,5.9094357,0.5728127818800852,3293
3.7599127,11.64118,0.23028471204971293,3996
2.5025105,4.856216,0.2447880918824141,4023
4.5836177,7.054798,0.7546023461959805,2990
7.433695,3.763399,0.2841269476069894,3418
6.5472155,6.1374106,0.7920542752153777,340
-1.7285253,5.6412954,0.5499577500530155,4601
7.858832,-0.582987,0.5454338300433218,3566
3.661178,11.479504,0.19353687201749878,4291
0.3282301,5.8920584,0.4459700133536861,4968
1.7438586,4.954043,0.38132108969824235,4751
-0.6713878,6.781212,0.4442914662347195,1993
6.0623136,9.5282755,0.38145634453084576,115
6.627781,2.9361236,0.14563863570314486,3210
4.4867015,-0.49711707,0.5413226515637719,5211
1.429866,4.981579,0.6245934789111784,4673
6.329769,8.690878,0.27912129400702346,3631
7.580942,3.4671004,0.25062217141059095,5859
2.5421941,4.5817285,0.28698065442426735,929
5.9503765,5.347427,0.2539976682338809,5676
8.281615,1.2761569,0.247518729745621,2331
3.7768862,10.357475,0.3837544161395524,4649
6.1734247,1.2023364,0.47009886345384094,4197
6.0083346,9.46814,0.3205229610697351,3831
5.7484403,9.372799,0.3261017619649707,3966
8.633398,4.879549,0.8701568621988051,2066
3.2165911,6.0112147,0.19784398796571964,5312
9.488905,2.2774138,0.7197293062890259,245
3.4047625,10.889198,0.37119739750911274,917
-0.45087865,6.4785976,0.4457015305612926,4854
4.0244493,0.31914276,0.2646247962313948,3378
3.9697404,2.0775137,0.3402239073832497,976
3.4587772,11.714501,0.28958269405898557,5527
5.6356716,5.360943,0.1951623529631085,4866
8.369399,0.7185055,0.3456725087993635,3134
2.0433764,7.2776656,0.3272622742255413,224
0.49133343,5.4401636,0.31039591070945066,429
6.711053,7.931585,0.24134685398513855,2536
0.42731574,5.7284784,0.39503239966046894,5432
6.7490687,8.760919,0.17201563635241807,393
4.723446,4.136969,0.11751248366035603,762
4.996827,4.502609,0.27385980537848886,2008
4.978453,4.208242,0.6915153891936667,1058
5.77141,10.332487,0.364290533337727,1775
0.057865374,4.790409,0.3119673151436577,1521
9.643557,3.2771852,0.7384081968889413,4036
4.7512445,3.0237868,0.2352160803191467,1455
6.405143,2.2573678,0.25635016485378825,3791
7.391367,5.3640137,0.17212176267582727,806
7.986547,-1.5626594,0.35649442735851034,5383
2.2522154,6.250013,0.24918860269863954,4377
-0.086662605,4.884324,0.43815593149199294,1632
7.0870223,3.969081,0.2559311961966096,3133
7.141723,-0.48695266,0.15861962858350487,3218
7.863233,3.0014334,0.26335849992970584,1720
4.8608537,10.51669,0.2747461485962017,88
2.0144691,5.366568,0.4017539093928654,1789
9.66646,-0.2548457,0.3926667023553494,5072
6.813302,7.3256283,0.19823796180360792,3613
6.725721,6.008013,0.39526696021743013,202
